lncORF ID,lncORF transcript,,,,Variant,,Trait type,-log10(GWAS P value)
OsLncORF00409,Chr1,19685929,19688086,-,Chr1,19687087,stem thickness,3.45346
OsLncORF00409,Chr1,19685929,19688086,-,Chr1,19687087,stem thickness,4.04287
OsLncORF00409,Chr1,19685929,19688086,-,Chr1,19687203,stem thickness,3.90658
OsLncORF00409,Chr1,19685929,19688086,-,Chr1,19688045,stem thickness,3.82391
OsLncORF00444,Chr1,21658005,21660821,+,Chr1,21658073,stem thickness,4.98297
OsLncORF00444,Chr1,21658005,21660821,+,Chr1,21658082,stem thickness,4.28483
OsLncORF00444,Chr1,21658005,21660821,+,Chr1,21658082,stem thickness,5.28233
OsLncORF00444,Chr1,21658005,21660821,+,Chr1,21658325,stem thickness,4.6925
OsLncORF00447,Chr1,21906198,21909516,-,Chr1,21906657,stem thickness,4.58336
OsLncORF00447,Chr1,21906198,21909516,-,Chr1,21907058,stem thickness,4.09205
OsLncORF00447,Chr1,21906198,21909516,-,Chr1,21907069,stem thickness,4.09205
OsLncORF00448,Chr1,21906198,21909516,-,Chr1,21906657,stem thickness,4.58336
OsLncORF00448,Chr1,21906198,21909516,-,Chr1,21907058,stem thickness,4.09205
OsLncORF00448,Chr1,21906198,21909516,-,Chr1,21907069,stem thickness,4.09205
OsLncORF00461,Chr1,22486489,22489601,-,Chr1,22488713,number of upper secondary rachis branches,9.20831
OsLncORF00465,Chr1,22777844,22779386,-,Chr1,22778453,root fresh weight,4.11976
OsLncORF00468,Chr1,22973415,22975069,-,Chr1,22974971,inflorescence axis length,3.53165
OsLncORF00468,Chr1,22973415,22975069,-,Chr1,22974971,secondary branch length,3.11238
OsLncORF00468,Chr1,22973415,22975069,-,Chr1,22974974,drought susceptibility index,4.85387
OsLncORF00468,Chr1,22973415,22975069,-,Chr1,22974974,primary branch number,3.17914
OsLncORF00468,Chr1,22973415,22975069,-,Chr1,22974974,primary branch number,3.83863
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.19518
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.68403
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.81816
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.88606
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.17914
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.66555
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.7986
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.86646
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,6.92445
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.33913
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.4023
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.41005
OsLncORF00469,Chr1,23110911,23120734,-,Chr1,23120691,days to heading,6.11919
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114072,sheath blight disease resistance,6.19518
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114072,sheath blight disease resistance,6.68403
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114072,sheath blight disease resistance,6.81816
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114072,sheath blight disease resistance,6.88606
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114078,sheath blight disease resistance,6.17914
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114078,sheath blight disease resistance,6.66555
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114078,sheath blight disease resistance,6.7986
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114078,sheath blight disease resistance,6.86646
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114088,sheath blight disease resistance,6.92445
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114088,sheath blight disease resistance,7.33913
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114088,sheath blight disease resistance,7.4023
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23114088,sheath blight disease resistance,7.41005
OsLncORF00470,Chr1,23110916,23120734,-,Chr1,23120691,days to heading,6.11919
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.19518
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.68403
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.81816
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114072,sheath blight disease resistance,6.88606
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.17914
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.66555
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.7986
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114078,sheath blight disease resistance,6.86646
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,6.92445
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.33913
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.4023
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23114088,sheath blight disease resistance,7.41005
OsLncORF00473,Chr1,23110911,23120734,-,Chr1,23120691,days to heading,6.11919
OsLncORF00475,Chr1,23427491,23438126,-,Chr1,23431931,inflorescence axis length,3.78516
OsLncORF00475,Chr1,23427491,23438126,-,Chr1,23434388,blast disease resistance,5.0348
OsLncORF00476,Chr1,23427491,23438126,-,Chr1,23431931,inflorescence axis length,3.78516
OsLncORF00476,Chr1,23427491,23438126,-,Chr1,23434388,blast disease resistance,5.0348
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23899956,stem thickness,5.66756
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23899956,stem thickness,5.68825
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23900862,stem thickness,5.34104
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23900862,stem thickness,5.45842
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23901092,stem thickness,5.4698
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23901092,stem thickness,5.87943
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23902756,stem thickness,5.73993
OsLncORF00478,Chr1,23899582,23903287,-,Chr1,23902756,stem thickness,5.94692
OsLncORF00479,Chr1,23900783,23902689,-,Chr1,23900862,stem thickness,5.34104
OsLncORF00479,Chr1,23900783,23902689,-,Chr1,23900862,stem thickness,5.45842
OsLncORF00479,Chr1,23900783,23902689,-,Chr1,23901092,stem thickness,5.4698
OsLncORF00479,Chr1,23900783,23902689,-,Chr1,23901092,stem thickness,5.87943
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,breaking strength of the basal internode,10.6198
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,10.3382
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,10.6676
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,11.3726
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,stem thickness,10.9136
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23915663,stem thickness,14.5607
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,breaking strength of the basal internode,10.6198
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,10.3382
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,10.6676
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,11.3726
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,stem thickness,10.9136
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23917085,stem thickness,14.5607
OsLncORF00480,Chr1,23914690,23919299,-,Chr1,23918962,arsenic content trait,6.43533
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,breaking strength of the basal internode,10.6198
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,10.3382
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,10.6676
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,stem diameter,11.3726
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,stem thickness,10.9136
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23915663,stem thickness,14.5607
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,breaking strength of the basal internode,10.6198
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,10.3382
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,10.6676
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,stem diameter,11.3726
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,stem thickness,10.9136
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23917085,stem thickness,14.5607
OsLncORF00481,Chr1,23914690,23919299,-,Chr1,23918962,arsenic content trait,6.43533
OsLncORF00483,Chr1,24076088,24078761,+,Chr1,24076622,stem thickness,7.13253
OsLncORF00483,Chr1,24076088,24078761,+,Chr1,24077848,stem thickness,7.20066
OsLncORF00492,Chr1,24528630,24531152,-,Chr1,24530017,Leaf width,9.13
OsLncORF00512,Chr1,25487648,25489291,-,Chr1,25488523,pericarp color,7.50585
OsLncORF00520,Chr1,25976729,25979943,-,Chr1,25978740,Hull color,17.59
OsLncORF00539,Chr1,27123170,27123830,-,Chr1,27123715,seedling numbers,4.47366
OsLncORF00540,Chr1,27145077,27146942,+,Chr1,27146001,seedling numbers,4.15058
OsLncORF00552,Chr1,27406393,27417183,+,Chr1,27410903,sheath blight disease resistance,6.42829
OsLncORF00561,Chr1,27830483,27832306,-,Chr1,27832059,ratio of electrolyte leakage,7.17718
OsLncORF00579,Chr1,28201307,28203100,+,Chr1,28202883,the total area of large vascular bundle,5.76955
OsLncORF00580,Chr1,28201307,28203100,+,Chr1,28202883,the total area of large vascular bundle,5.76955
OsLncORF00581,Chr1,28253166,28254531,-,Chr1,28254148,flag leaf angle,5.82391
OsLncORF00581,Chr1,28253166,28254531,-,Chr1,28254148,flag leaf angle,9.92082
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28513906,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28513906,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514234,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514234,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514239,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514239,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514383,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514383,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514416,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514416,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514457,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514457,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514866,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28514866,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28515995,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28515995,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28516377,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28516377,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28517361,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28517361,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28517995,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28517995,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28518456,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28518456,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28518484,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28518484,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28519762,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28519762,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28519967,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28519967,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520260,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520260,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520331,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520331,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520523,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520523,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520524,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520524,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520602,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520602,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520640,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520640,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520674,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520674,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520741,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520741,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520875,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520875,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520974,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28520974,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521036,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521036,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521476,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521476,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521589,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521589,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521886,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28521886,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28522270,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28522270,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28523471,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28523471,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524103,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524103,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524899,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524899,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524986,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28524986,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525566,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525566,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525618,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525618,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525751,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525751,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525755,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525755,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525821,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525821,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525823,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28525823,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28526786,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28526786,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527340,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527340,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527478,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527478,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527689,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527689,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527948,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28527948,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528020,stem thickness,11.8327
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528020,stem thickness,12
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528020,stem thickness,12.3737
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528463,stem thickness,11.8327
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528463,stem thickness,12
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528463,stem thickness,12.3737
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528583,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528583,stem thickness,11.2218
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528720,stem thickness,11.0926
OsLncORF00584,Chr1,28513411,28528849,-,Chr1,28528720,stem thickness,11.2218
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,6.02091
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,6.44249
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,8.36251
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,8.36251
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755618,late sowing,5.03152
OsLncORF00614,Chr1,29754468,29756424,-,Chr1,29755618,late sowing,5.03152
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,6.02091
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,6.44249
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,8.36251
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755513,hull cover,8.36251
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755618,late sowing,5.03152
OsLncORF00615,Chr1,29754468,29756424,-,Chr1,29755618,late sowing,5.03152
OsLncORF00616,Chr1,29783555,29785390,+,Chr1,29784779,stem thickness,3.10624
OsLncORF00617,Chr1,29974937,29977507,+,Chr1,29976759,stem starch content,7.83268
OsLncORF00618,Chr1,29974937,29977507,+,Chr1,29976759,stem starch content,7.83268
OsLncORF00619,Chr1,29974937,29977507,+,Chr1,29976759,stem starch content,7.83268
OsLncORF00620,Chr1,29974937,29977507,+,Chr1,29976759,stem starch content,7.83268
OsLncORF00632,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00633,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00634,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00635,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00636,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00637,Chr1,30169661,30172902,-,Chr1,30171902,copper content trait,4.55752
OsLncORF00645,Chr1,30365989,30370065,+,Chr1,30368471,stem thickness,7.73518
OsLncORF00646,Chr1,30365989,30370065,+,Chr1,30368471,stem thickness,7.73518
OsLncORF00653,Chr1,30761771,30763689,-,Chr1,30763322,days to germinate,7.63451
OsLncORF00654,Chr1,30761771,30763689,-,Chr1,30763322,days to germinate,7.63451
OsLncORF00661,Chr1,31034396,31038590,+,Chr1,31035257,resistant starch,7.50307
OsLncORF00663,Chr1,31206814,31210213,-,Chr1,31209690,panicle length,7.24413
OsLncORF00664,Chr1,31206814,31210213,-,Chr1,31209690,panicle length,7.24413
OsLncORF00665,Chr1,31206814,31210213,-,Chr1,31209690,panicle length,7.24413
OsLncORF00667,Chr1,31338748,31341965,+,Chr1,31341815,flag leaf angle,8.92082
OsLncORF00668,Chr1,31338748,31341965,+,Chr1,31341815,flag leaf angle,8.92082
